FID,BIORE_102,BIORE_103,BIORE_114,BIORE_116,BIORE_117,BIORE_118,BIORE_119,BIORE_121,BIORE_13,BIORE_132,BIORE_142,BIORE_147,BIORE_15,BIORE_16,BIORE_23,BIORE_26,BIORE_27,BIORE_29,BIORE_3,BIORE_4,geometry
172.0,,,,,,,,119405309.257704,,,,,,,,,9097838.69460894,,,,"POLYGON ((16314244.16357513 -2068661.7158064523, 16322092.755642511 -2064325.7527193674, 16329770.72882053 -2068957.8156199828, 16329603.882408658 -2077932.3953123405, 16321750.984654536 -2082274.6375444988, 16314069.239276575 -2077636.0128142706, 16314244.16357513 -2068661.7158064523))"
173.0,,,,,,,,110632306.910964,,,,,,,,,76866381.3471451,,,,"POLYGON ((16329770.72882053 -2068957.8156199828, 16337615.548275067 -2064614.7158375678, 16345297.814545235 -2069239.917057855, 16345139.046833042 -2078214.7660953063, 16337289.93388655 -2082564.1526942288, 16329603.88240866 -2077932.3953123405, 16329770.72882053 -2068957.8156199828))"
174.0,,,,,,,,140524381.790934,,,,,,,,,46974772.0977461,,,,"POLYGON ((16345297.814545235 -2069239.917057855, 16353138.848398786 -2064889.6865977107, 16360825.395563837 -2069508.0188617248, 16360674.70732501 -2078483.123900024, 16352829.392196417 -2082839.6488021153, 16345139.046833042 -2078214.7660953063, 16345297.814545235 -2069239.917057855))"
175.0,,,,,,,,187170095.418608,,,,,,,,,329500.122912299,,,,"POLYGON ((16360825.395563837 -2069508.0188617248, 16368662.63084545 -2065150.6637748997, 16376353.446686111 -2069762.1198354857, 16376210.838655017 -2078737.4675258414, 16368369.334337294 -2083101.1246339236, 16360674.70732501 -2078483.123900024, 16360825.395563837 -2069508.0188617248))"
176.0,,,,,,,,124365442.56749,,,61018703.2971747,,,,,,,,,2115867.39404211,"POLYGON ((16376353.446686111 -2069762.1198354857, 16384186.870442145 -2065397.6462063775, 16391881.942717245 -2070002.218845326, 16391747.415588928 -2078977.7958346303, 16383909.735057611 -2083348.5790180296, 16376210.838655017 -2078737.4675258414, 16376353.446686111 -2069762.1198354857))"
177.0,,,,,,,,1399049.38285978,,,135909301.301477,,,,,,,,,856419.888422624,"POLYGON ((16391881.942717245 -2070002.218845326, 16399711.542011498 -2065630.6327915802, 16407410.858458104 -2070228.3148197492, 16407284.412888262 -2079204.107750816, 16399450.56910133 -2083582.0108454714, 16391747.415588928 -2078977.7958346303, 16391881.942717245 -2070002.218845326))"
178.0,,,,,,,,,,,88863692.1841776,,,,,,,,,,"POLYGON ((16407410.858458104 -2070228.3148197492, 16415236.62037194 -2065849.622492161, 16422940.168705456 -2070440.406749606, 16422821.805310432 -2079416.4022614055, 16414991.811208181 -2083801.4190699852, 16407284.412888262 -2079204.107750816, 16407410.858458104 -2070228.3148197492))"
179.0,,,,,,,,,,,41007969.9625963,,,,,,,,,,"POLYGON ((16422940.168705456 -2070440.406749606, 16430762.080337932 -2066054.6143320112, 16438469.848252228 -2070638.4936881359, 16438359.567609005 -2079614.6784160382, 16430533.436113922 -2084006.8027080137, 16422821.805310432 -2079416.4022614055, 16422940.168705456 -2070440.406749606))"
180.0,,,,,,,,,,,195100.259930462,,,,,,,,,,"POLYGON ((16438469.848252228 -2070638.4936881359, 16446287.896720236 -2066245.6073973083, 16453999.871887749 -2070822.5747509815, 16453897.67453394 -2079798.935326985, 16446075.418550562 -2084198.16083877, 16438359.567609005 -2079614.6784160382, 16438469.848252228 -2070638.4936881359))"
181.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16453999.871887749 -2070822.5747509815, 16461814.044326121 -2066422.6008365278, 16469530.214397997 -2070992.649116221, 16469436.100831827 -2079969.1721691997, 16461617.73324663 -2084375.4926042308, 16453897.67453394 -2079798.935326985, 16453999.871887749 -2070822.5747509815))"
182.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16469530.214397997 -2070992.649116221, 16477340.497959645 -2066585.5938604753, 16485060.850565838 -2071148.716024392, 16484974.821246155 -2080125.3881803267, 16477160.354927411 -2084538.7972091825, 16469436.100831827 -2079969.1721691997, 16469530.214397997 -2070992.649116221))"
183.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16485060.850565838 -2071148.716024392, 16492867.232421879 -2066734.5857423134, 16500591.755171282 -2071290.7747785128, 16500513.810517525 -2080267.5826607363, 16492703.258315194 -2084688.0739212444, 16484974.821246155 -2080125.3881803267, 16485060.850565838 -2071148.716024392))"
184.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16500591.755171282 -2071290.7747785128, 16508394.222511163 -2066869.5758175692, 16516122.902991718 -2071418.8247441065, 16516053.043383935 -2080395.7549735298, 16508246.418129513 -2084823.3220708766, 16500513.810517529 -2080267.5826607363, 16500591.755171282 -2071290.7747785128))"
185.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16516122.902991721 -2071418.8247441065, 16523921.443023346 -2066990.5634841712, 16531654.268802172 -2071532.865349219, 16531592.494580993 -2080509.9045445775, 16523789.809087407 -2084944.5410514097, 16516053.043383935 -2080395.7549735298, 16516122.902991721 -2071418.8247441065))"
186.0,,,,,,,11704908.2005735,,,,,59942385.4264923,,,,,,,,,"POLYGON ((16244698.2197272 -2053704.0484666429, 16252557.418781104 -2049402.9100735597, 16260210.036392258 -2054062.6118638797, 16260007.16321035 -2063030.0033371716, 16252143.610912105 -2067337.3601393946, 16244487.2853755 -2062671.0989747965, 16244698.2197272 -2053704.0484666429))"
187.0,,,,,,,183852015.679727,,,,,,,3621068.22684882,,,,,,,"POLYGON ((16260210.036392258 -2054062.6118638797, 16268065.527021056 -2049754.3208796415, 16275722.48532399 -2054407.2032081333, 16275527.674298488 -2063374.9223969027, 16267667.84249129 -2067689.4396283887, 16260007.16321035 -2063030.0033371716, 16260210.036392258 -2054062.6118638797))"
188.0,,,118088209.874574,,,,64925470.5485336,,,,,,,82977.2389413416,2063029.21561733,,,,,,"POLYGON ((16275722.48532399 -2054407.2032081333, 16283574.254494675 -2050091.7654704307, 16291235.541420436 -2054737.8209701586, 16291048.793498838 -2063705.854618927, 16283192.695238264 -2068027.5263968513, 16275527.674298488 -2063374.9223969027, 16275722.48532399 -2054407.2032081333))"
189.0,,,1785032.47815239,,,,,,,,,,,,,,,,,,"POLYGON ((16291235.541420436 -2054737.8209701586, 16299083.576116554 -2050415.2423503685, 16306749.17957373 -2055054.4636824257, 16306570.495664401 -2064022.7985301246, 16298718.143989366 -2068351.6189378286, 16291048.793498838 -2063705.854618927, 16291235.541420436 -2054737.8209701586))"
190.0,,,,,,,,126070610.231513,,,,,,,,,,,,,"POLYGON ((16306749.17957373 -2055054.4636824257, 16314593.466795515 -2050724.7500855285, 16322263.374670355 -2055357.1299391573, 16322092.755642511 -2064325.7527193674, 16314244.16357513 -2068661.7158064523, 16306570.495664401 -2064022.7985301246, 16306749.17957373 -2055054.4636824257))"
191.0,,,,,,,,114438795.500139,,,,,,,,,73036505.2851925,,,,"POLYGON ((16322263.374670355 -2055357.1299391573, 16330103.901434844 -2051020.2873036463, 16337778.101591378 -2055645.818396386, 16337615.548275067 -2064614.7158375678, 16329770.72882053 -2068957.8156199828, 16322092.755642511 -2064325.7527193674, 16322263.374670355 -2055357.1299391573))"
192.0,,,,,,,,151281867.585663,,,,,,,,,36193925.3824467,,,,"POLYGON ((16337778.101591378 -2055645.818396386, 16345614.854932552 -2051301.8526941538, 16353293.335212696 -2055920.5277719768, 16353138.848398786 -2064889.6865977107, 16345297.814545235 -2069239.917057855, 16337615.548275067 -2064614.7158375678, 16337778.101591378 -2055645.818396386))"
193.0,,,,,,,,168640022.888779,,,3329080.55455342,,,,,,,,,15507156.9867158,"POLYGON ((16353293.335212696 -2055920.5277719768, 16361126.3021816 -2051569.4450082313, 16368809.050405273 -2056181.2568456717, 16368662.63084545 -2065150.6637748997, 16360825.395563837 -2069508.0188617248, 16353138.848398786 -2064889.6865977107, 16353293.335212696 -2055920.5277719768))"
194.0,,,,,,,,51926114.1842302,,,128416621.575231,,,,,,,,,873928.028547764,"POLYGON ((16368809.050405273 -2056181.2568456717, 16376638.218070151 -2051823.0630588285, 16384325.2220354 -2056428.0044591352, 16384186.870442145 -2065397.6462063775, 16376353.446686111 -2069762.1198354857, 16368662.63084545 -2065150.6637748997, 16368809.050405273 -2056181.2568456717))"
195.0,,,,,,,,,,,25784340.7293867,,,,,,,,,,"POLYGON ((16384325.2220354 -2056428.0044591352, 16392150.577481816 -2052062.7057207208, 16399841.824964922 -2056660.769515973, 16399711.542011498 -2065630.6327915802, 16391881.942717245 -2070002.218845326, 16384186.870442145 -2065397.6462063775, 16384325.2220354 -2056428.0044591352))"
196.0,,,,,,,,,,,,,,,,,,,,4903141.30086437,"POLYGON ((16399841.824964922 -2056660.769515973, 16407663.355295893 -2052288.3719305256, 16415358.834051492 -2056879.5509817768, 16415236.62037194 -2065849.622492161, 16407410.858458104 -2070228.3148197492, 16399711.542011498 -2065630.6327915802, 16399841.824964922 -2056660.769515973))"
197.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16415358.834051492 -2056879.5509817768, 16423176.526387613 -2052500.0606867368, 16430876.22414881 -2057084.3478841386, 16430762.080337932 -2066054.6143320112, 16422940.168705456 -2070440.406749606, 16415236.62037194 -2065849.622492161, 16415358.834051492 -2056879.5509817768))"
198.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16430876.22414881 -2057084.3478841386, 16438690.065628381 -2052697.7710497605, 16446393.97010687 -2057275.1593127078, 16446287.896720236 -2066245.6073973083, 16438469.848252228 -2070638.4936881359, 16430762.080337936 -2066054.6143320112, 16430876.22414881 -2057084.3478841386))"
199.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16446393.97010687 -2057275.1593127078, 16454203.94788603 -2052881.5021419327, 16461912.046772208 -2057451.9844191857, 16461814.044326121 -2066422.6008365278, 16453999.871887749 -2070822.5747509815, 16446287.896720236 -2066245.6073973083, 16446393.97010687 -2057275.1593127078))"
200.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16461912.046772208 -2057451.9844191857, 16469718.148025049 -2053051.2531475595, 16477430.428988138 -2057614.8224173733, 16477340.497959645 -2066585.5938604753, 16469530.214397997 -2070992.649116221, 16461814.044326121 -2066422.6008365278, 16461912.046772208 -2057451.9844191857))"
201.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16477430.428988138 -2057614.8224173733, 16485232.640906837 -2053207.0233129233, 16492949.091595005 -2057763.672583186, 16492867.232421879 -2066734.5857423134, 16485060.850565838 -2071148.716024392, 16477340.497959645 -2066585.5938604753, 16477430.428988138 -2057614.8224173733))"
202.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16492949.091595005 -2057763.672583186, 16500747.40138995 -2053348.811946331, 16508468.009430423 -2057898.5342546767, 16508394.222511163 -2066869.5758175692, 16500591.755171282 -2071290.7747785128, 16492867.232421879 -2066734.5857423134, 16492949.091595005 -2057763.672583186))"
203.0,,,,,,,75068200.1210395,,,,,67165735.8654208,,,,,,,,,"POLYGON ((16252764.000391204 -2040441.4548050715, 16260615.150816912 -2036139.3605724135, 16268264.059507763 -2040792.532911503, 16268065.527021056 -2049754.3208796415, 16260210.036392258 -2054062.6118638797, 16252557.418781104 -2049402.9100735597, 16252764.000391204 -2040441.4548050715))"
204.0,,,82679727.4144436,,,,102603045.438796,,,,,,,2166696.30509773,,,,,,,"POLYGON ((16268264.059507763 -2040792.532911503, 16276111.500524806 -2036483.2997026863, 16283764.736893933 -2041129.6579901963, 16283574.254494675 -2050091.7654704307, 16275722.48532399 -2054407.2032081333, 16268065.527021056 -2049754.3208796415, 16268264.059507763 -2040792.532911503))"
205.0,,,54524566.4811687,,,,,,,,,,,,,,,,,,"POLYGON ((16283764.736893933 -2041129.6579901963, 16291608.455508308 -2036813.2916316097, 16299266.007503323 -2041452.8285512705, 16299083.576116554 -2050415.2423503685, 16291235.541420436 -2054737.8209701586, 16283574.254494675 -2050091.7654704307, 16283764.736893933 -2041129.6579901963))"
206.0,,,,,,,,37062634.2925763,,,,,,,,,62480433.0488943,,,,"POLYGON ((16299266.007503323 -2041452.8285512705, 16307105.990737591 -2037129.3349027715, 16314767.84628377 -2041762.0431662411, 16314593.466795515 -2050724.7500855285, 16306749.17957373 -2055054.4636824257, 16299083.576116554 -2050415.2423503685, 16299266.007503323 -2041452.8285512705))"
207.0,,,,,,,,140812355.266817,,,,,,,,,46638825.3941566,,,,"POLYGON ((16314767.84628377 -2041762.0431662411, 16322604.081177182 -2037431.428121044, 16330270.228177596 -2042057.3004680467, 16330103.901434844 -2051020.2873036463, 16322263.374670355 -2055357.1299391573, 16314593.466795515 -2050724.7500855285, 16314767.84628377 -2041762.0431662411))"
208.0,,,,,,,,142545508.58225,,,,,,,,,44106297.6492967,,,799893.848625276,"POLYGON ((16330270.228177596 -2042057.3004680467, 16338102.701786244 -2037719.569952628, 16345773.12812186 -2042338.599151095, 16345614.854932552 -2051301.8526941538, 16337778.101591378 -2055645.818396386, 16330103.901434844 -2051020.2873036463, 16330270.228177596 -2042057.3004680467))"
209.0,,,,,,,,107351234.422032,,,51801520.3019612,,,,,,8878824.3582516,,,19420614.9551651,"POLYGON ((16345773.12812186 -2042338.599151095, 16353601.827518774 -2037993.7591251063, 16361276.521048587 -2042605.9379713049, 16361126.3021816 -2051569.4450082313, 16353293.335212696 -2055920.5277719768, 16345614.854932552 -2051301.8526941538, 16345773.12812186 -2042338.599151095))"
210.0,,,,,,,,972549.110040382,,,137725820.323867,,,,,,,,,,"POLYGON ((16361276.521048587 -2042605.9379713049, 16369101.433323879 -2038253.994427471, 16376780.381885014 -2042859.315746132, 16376638.21807015 -2051823.0630588285, 16368809.050405273 -2056181.2568456717, 16361126.3021816 -2051569.4450082313, 16361276.521048587 -2042605.9379713049))"
211.0,,,,,,,,,,,2497517.77124107,,,,,,,,,,"POLYGON ((16376780.381885014 -2042859.315746132, 16384601.49414601 -2038500.27471015, 16392284.68555384 -2043098.731354613, 16392150.577481816 -2052062.7057207208, 16384325.2220354 -2056428.0044591352, 16376638.218070151 -2051823.0630588285, 16376780.381885014 -2042859.315746132))"
212.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16392284.68555384 -2043098.731354613, 16400101.984925197 -2038732.5988850528, 16407789.406973453 -2043324.1837374058, 16407663.355295893 -2052288.3719305256, 16399841.824964922 -2056660.769515973, 16392150.577481816 -2052062.7057207208, 16392284.68555384 -2043098.731354613))"
213.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16407789.406973455 -2043324.1837374058, 16415602.880597293 -2038950.9659256078, 16423294.5210582 -2043535.6718968037, 16423176.526387611 -2052500.0606867368, 16415358.834051492 -2056879.5509817768, 16407663.355295893 -2052288.3719305256, 16407789.406973455 -2043324.1837374058))"
214.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16423294.5210582 -2043535.6718968037, 16431104.156094233 -2039155.3748667797, 16438800.002718605 -2043733.194896775, 16438690.065628381 -2052697.7710497605, 16430876.22414881 -2057084.3478841386, 16423176.526387613 -2052500.0606867368, 16423294.5210582 -2043535.6718968037))"
215.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16438800.002718605 -2043733.194896775, 16446605.786344247 -2039345.8248051025, 16454305.82686162 -2043916.7518629904, 16454203.94788603 -2052881.5021419327, 16446393.97010687 -2057275.1593127078, 16438690.065628381 -2052697.7710497605, 16438800.002718605 -2043733.194896775))"
216.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16454305.82686162 -2043916.7518629904, 16462107.746272143 -2039522.3148987105, 16469811.968390873 -2044086.3419828517, 16469718.148025049 -2053051.2531475595, 16461912.046772208 -2057451.9844191857, 16454203.94788603 -2052881.5021419327, 16454305.82686162 -2043916.7518629904))"
217.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16469811.968390873 -2044086.3419828517, 16477610.010799509 -2039684.8443673588, 16485318.40220691 -2044241.9645055006, 16485232.640906837 -2053207.0233129233, 16477430.428988138 -2057614.8224173733, 16469718.148025049 -2053051.2531475595, 16469811.968390873 -2044086.3419828517))"
218.0,,,40524639.4528751,,,,78420574.6799187,,,,,42273190.4549506,,4741803.22416945,,,,,,,"POLYGON ((16260817.39271536 -2027183.4626847717, 16268660.506531572 -2022880.4046059835, 16276305.705329819 -2027527.077310255, 16276111.500524806 -2036483.2997026863, 16268264.059507763 -2040792.532911503, 16260615.150816916 -2036139.3605724135, 16260817.39271536 -2027183.4626847717))"
219.0,,,127034144.053315,,,,,,,,,,,,,,,,,,"POLYGON ((16276305.70532982 -2027527.077310255, 16284145.108776307 -2023216.893798574, 16291794.62227828 -2027856.7578600429, 16291608.455508308 -2036813.2916316097, 16283764.736893933 -2041129.6579901963, 16276111.500524806 -2036483.2997026863, 16276305.70532982 -2027527.077310255))"
220.0,,,,,,,,28983537.9726154,,,,,,,,,,,,,"POLYGON ((16291794.62227828 -2027856.7578600429, 16299630.302399922 -2023539.4547304753, 16307284.118569795 -2028172.5028832506, 16307105.990737591 -2037129.3349027715, 16299266.007503323 -2041452.8285512705, 16291608.45550831 -2036813.2916316097, 16291794.62227828 -2027856.7578600429))"
221.0,,,,,,,,136801954.044358,,,,,,,,,50624374.5310838,,,,"POLYGON ((16307284.118569795 -2028172.5028832506, 16315116.062428053 -2023848.08598402, 16322774.169207813 -2028474.3109900423, 16322604.081177182 -2037431.428121044, 16314767.84628377 -2041762.0431662411, 16307105.990737591 -2037129.3349027715, 16307284.118569795 -2028172.5028832506))"
222.0,,,,,,,,187070812.654844,,,,,,,,,356063.257253882,,,,"POLYGON ((16322774.169207813 -2028474.3109900423, 16330602.363880858 -2024142.786202501, 16338264.7491904 -2028762.180851687, 16338102.701786244 -2037719.569952628, 16330270.228177596 -2042057.3004680467, 16322604.081177182 -2037431.428121044, 16322774.169207813 -2028474.3109900423))"
223.0,,,,,,,,77923804.2442214,,,72580561.3994256,,,,,,2755231.16926944,,,14915512.8446109,"POLYGON ((16338264.7491904 -2028762.180851687, 16346089.181773245 -2024423.5540902207, 16353755.833510503 -2029036.1112005939, 16353601.827518774 -2037993.7591251063, 16345773.12812186 -2042338.599151095, 16338102.701786244 -2037719.569952628, 16338264.7491904 -2028762.180851687))"
224.0,,,,,,,,,,,27900089.9994874,,,,,,,,,,"POLYGON ((16353755.833510503 -2029036.1112005939, 16361576.491115121 -2024690.3884125217, 16369247.397156172 -2029296.100830351, 16369101.433323879 -2038253.994427471, 16361276.521048587 -2042605.9379713049, 16353601.827518774 -2037993.7591251063, 16353755.833510503 -2029036.1112005939))"
225.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16369247.397156172 -2029296.100830351, 16377064.26691163 -2024943.287995825, 16384739.415110812 -2029542.1485957487, 16384601.49414601 -2038500.27471015, 16376780.381885014 -2042859.315746132, 16369101.433323879 -2038253.994427471, 16369247.397156172 -2029296.100830351))"
226.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16384739.415110812 -2029542.1485957487, 16392552.484163398 -2025182.2517276579, 16400231.862353424 -2029774.2534128316, 16400101.984925197 -2038732.5988850528, 16392284.68555384 -2043098.731354613, 16384601.49414601 -2038500.27471015, 16384739.415110812 -2029542.1485957487))"
227.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16400231.862353424 -2029774.2534128316, 16408041.117866771 -2025407.2785567057, 16415724.713858848 -2029992.4142589201, 16415602.880597293 -2038950.9659256078, 16407789.406973455 -2043324.1837374058, 16400101.984925197 -2038732.5988850528, 16400231.862353424 -2029774.2534128316))"
228.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16415724.713858848 -2029992.4142589201, 16423530.143014062 -2025618.3674928213, 16431217.944598002 -2030196.6301726415, 16431104.156094233 -2039155.3748667797, 16423294.5210582 -2043535.6718968037, 16415602.880597293 -2038950.9659256078, 16415724.713858848 -2029992.4142589201))"
229.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16431217.944598002 -2030196.6301726415, 16439019.534593789 -2025815.5176070638, 16446711.529538129 -2030386.900253962, 16446605.786344247 -2039345.8248051025, 16438800.002718605 -2043733.194896775, 16431104.156094233 -2039155.3748667797, 16431217.944598002 -2030196.6301726415))"
230.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16446711.529538129 -2030386.900253962, 16454509.26759092 -2025998.7280317317, 16462205.443643032 -2030563.2236642116, 16462107.746272143 -2039522.3148987105, 16454305.82686162 -2043916.7518629904, 16446605.786344247 -2039345.8248051025, 16446711.529538129 -2030386.900253962))"
231.0,,,62176.1682920419,,,,,,,,,42511372.9016447,,6799203.56112762,,,,,,,"POLYGON ((16253382.459934004 -2013579.9397743735, 16261221.247518638 -2009283.0275384863, 16268858.42170938 -2013930.026310618, 16268660.506531572 -2022880.4046059835, 16260817.39271536 -2027183.4626847717, 16253176.520634348 -2022529.9886312885, 16253382.459934004 -2013579.9397743735))"
232.0,,,178067064.186731,,,,,,,,,6755885.86179355,,,,,,,,,"POLYGON ((16268858.42170938 -2013930.026310618, 16276693.510918416 -2009625.9963431966, 16284334.9988742 -2014266.1991230918, 16284145.108776307 -2023216.893798574, 16276305.70532982 -2027527.077310255, 16268660.506531572 -2022880.4046059835, 16268858.42170938 -2013930.026310618))"
233.0,,,37724007.3016766,,,,,,,,,,,,,,,,,,"POLYGON ((16284334.9988742 -2014266.1991230918, 16292166.37677482 -2009955.057194569, 16299812.1664986 -2014588.4567388156, 16299630.302399922 -2023539.4547304753, 16291794.62227828 -2027856.7578600429, 16284145.108776307 -2023216.893798574, 16284334.9988742 -2014266.1991230918))"
234.0,,,1769.22472261451,,,,,135166061.77035,,,,,,,,,37728321.9361533,,,,"POLYGON ((16299812.1664986 -2014588.4567388156, 16307639.82017445 -2010270.2086527206, 16315289.899646988 -2014896.797745507, 16315116.062428053 -2023848.08598402, 16307284.118569795 -2028172.5028832506, 16299630.302399922 -2023539.4547304753, 16299812.1664986 -2014588.4567388156))"
235.0,,,,,,,,138207674.681387,,,,,,,,,48749349.1042177,,,444297.368236663,"POLYGON ((16315289.899646988 -2014896.797745507, 16323113.816198321 -2010571.4493383488, 16330768.173378322 -2015191.2207916148, 16330602.363880858 -2024142.786202501, 16322774.169207813 -2028474.3109900423, 16315116.062428053 -2023848.08598402, 16315289.899646988 -2014896.797745507))"
236.0,,,,,,,,57907838.0608253,,,118612514.92175,,,,,,366117.429493546,,,10515399.7351854,"POLYGON ((16330768.173378322 -2015191.2207916148, 16338588.339922104 -2010858.7779327938, 16346246.962746315 -2015471.7245863576, 16346089.181773245 -2024423.5540902207, 16338264.7491904 -2028762.180851687, 16330602.363880858 -2024142.786202501, 16330768.173378322 -2015191.2207916148))"
237.0,,,,,,,,,,,19251209.0065378,,,,,,,,,,"POLYGON ((16346246.962746315 -2015471.7245863576, 16354063.36641637 -2011132.193178074, 16361726.24279969 -2015738.3078997696, 16361576.491115121 -2024690.3884125217, 16353755.833510503 -2029036.1112005939, 16346089.181773245 -2024423.5540902207, 16346246.962746315 -2015471.7245863576))"
238.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16361726.24279969 -2015738.3078997696, 16369538.870746823 -2011391.6938769147, 16377205.988582429 -2015990.96956272, 16377064.26691163 -2024943.287995825, 16369247.397156172 -2029296.100830351, 16361576.491115121 -2024690.3884125217, 16361726.24279969 -2015738.3078997696))"
239.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16377205.988582429 -2015990.96956272, 16385014.827974543 -2011637.278892795, 16392686.175133996 -2016229.7084669697, 16392552.484163398 -2025182.2517276579, 16384739.415110812 -2029542.1485957487, 16377064.26691163 -2024943.287995825, 16377205.988582429 -2015990.96956272))"
240.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16392686.175133996 -2016229.7084669697, 16400491.21315623 -2011868.9471499675, 16408166.777489597 -2016454.5235651871, 16408041.117866771 -2025407.2785567057, 16400231.862353424 -2029774.2534128316, 16392552.484163398 -2025182.2517276579, 16392686.175133996 -2016229.7084669697))"
241.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16408166.777489597 -2016454.5235651871, 16415968.001344444 -2012086.69763351, 16423647.770680407 -2016665.4138709877, 16423530.143014062 -2025618.3674928213, 16415724.713858848 -2029992.4142589201, 16408041.117866771 -2025407.2785567057, 16408166.777489597 -2016454.5235651871))"
242.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16423647.770680407 -2016665.4138709877, 16431445.167587845 -2012290.5293893379, 16439129.129733823 -2016862.3784589637, 16439019.534593789 -2025815.5176070638, 16431217.944598002 -2030196.6301726415, 16423530.143014062 -2025618.3674928213, 16423647.770680407 -2016665.4138709877))"
243.0,,,46237249.1689836,,,,,,,,,82943979.0006097,,17767473.8699795,839859.588119507,,,,,,"POLYGON ((16261422.861075103 -2000338.4524386213, 16269253.636993585 -1996040.5468237086, 16276887.112327794 -2000681.0999211434, 16276693.510918416 -2009625.9963431966, 16268858.42170938 -2013930.026310618, 16261221.247518638 -2009283.0275384863, 16261422.861075103 -2000338.4524386213))"
244.0,,,187373565.437461,,,,,232.934758996591,,,,,,,,,,,,,"POLYGON ((16276887.112327794 -2000681.0999211434, 16284714.188915579 -1996376.0899866219, 16292351.965101339 -2001009.852447294, 16292166.37677482 -2009955.057194569, 16284334.9988742 -2014266.1991230918, 16276693.510918416 -2009625.9963431966, 16276887.112327794 -2000681.0999211434))"
245.0,,,18537634.1529169,,,,,132405118.937936,,,,,,,,,36403087.5830871,,,,"POLYGON ((16292351.965101339 -2001009.852447294, 16300175.329464247 -1996697.7439522634, 16307817.394520985 -2001324.7085826464, 16307639.82017445 -2010270.2086527206, 16299812.1664986 -2014588.4567388156, 16292166.376774821 -2009955.057194569, 16292351.965101339 -2001009.852447294))"
246.0,,,,,,,,151529461.22406,,,,,,,,,35845575.2738321,,,,"POLYGON ((16307817.394520985 -2001324.7085826464, 16315637.033781331 -1997005.5073190576, 16323283.375706421 -2001625.6669531448, 16323113.816198321 -2010571.4493383488, 16315289.899646988 -2014896.797745507, 16307639.82017445 -2010270.2086527206, 16307817.394520985 -2001324.7085826464))"
247.0,,,,,,,,53046735.6079089,,,115441676.880083,,,,,,2334767.57440796,,,16552433.963351,"POLYGON ((16323283.375706421 -2001625.6669531448, 16331099.277003124 -1997299.378745697, 16338749.883771995 -2001912.7262451376, 16338588.339922104 -2010858.7779327938, 16330768.173378322 -2015191.2207916148, 16323113.816198321 -2010571.4493383488, 16323283.375706421 -2001625.6669531448))"
248.0,,,,,,,,,,,39345720.6189016,,,,,,,,,,"POLYGON ((16338749.883771995 -2001912.7262451376, 16346562.03426071 -1997579.3569511885, 16354216.893826969 -2002185.885205417, 16354063.36641637 -2011132.193178074, 16346246.962746315 -2015471.7245863576, 16338588.339922104 -2010858.7779327938, 16338749.883771995 -2001912.7262451376))"
249.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16354216.893826969 -2002185.885205417, 16362025.28068022 -1997845.4407148927, 16369684.380975751 -2002445.142641255, 16369538.870746823 -2011391.6938769147, 16361726.24279969 -2015738.3078997696, 16354063.36641637 -2011132.193178074, 16354216.893826969 -2002185.885205417))"
250.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16369684.380975751 -2002445.142641255, 16377488.991383055 -1998097.6288765427, 16385152.320318142 -2002690.4974204523, 16385014.827974543 -2011637.278892795, 16377205.988582429 -2015990.96956272, 16369538.870746823 -2011391.6938769147, 16369684.380975751 -2002445.142641255))"
251.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16385152.320318142 -2002690.4974204523, 16392953.141486125 -1998335.9203363038, 16400620.686949572 -2002921.9484713487, 16400491.21315623 -2011868.9471499675, 16392686.175133996 -2016229.7084669697, 16385014.827974543 -2011637.278892795, 16385152.320318142 -2002690.4974204523))"
